n,density,representation,trial,time_s
80,0.05,list,20,0.000049400
80,0.05,matrix,20,0.000183400
80,0.1,list,1,0.000063600
80,0.1,matrix,1,0.000221000
80,0.1,list,2,0.000069400
80,0.1,matrix,2,0.000282600
80,0.1,list,3,0.000070700
80,0.1,matrix,3,0.000190400
80,0.1,list,4,0.000070200
80,0.1,matrix,4,0.000215500
80,0.1,list,5,0.000080000
80,0.1,matrix,5,0.000189600
80,0.1,list,6,0.000064700
80,0.1,matrix,6,0.000201500
80,0.1,list,7,0.000064400
80,0.1,matrix,7,0.000184800
80,0.1,list,8,0.000069400
80,0.1,matrix,8,0.000199600
80,0.1,list,9,0.000069400
80,0.1,matrix,9,0.000207900
80,0.1,list,10,0.000069700
80,0.1,matrix,10,0.000204300
80,0.1,list,11,0.000070700
80,0.1,matrix,11,0.000213600
80,0.1,list,12,0.000071500
80,0.1,matrix,12,0.000218900
80,0.1,list,13,0.000071000
80,0.1,matrix,13,0.000208800
80,0.1,list,14,0.000072400
80,0.1,matrix,14,0.000192500
80,0.1,list,15,0.000062200
80,0.1,matrix,15,0.000247300
80,0.1,list,16,0.000113300
80,0.1,matrix,16,0.000212000
80,0.1,list,17,0.000081700
80,0.1,matrix,17,0.000183100
80,0.1,list,18,0.000073300
80,0.1,matrix,18,0.000411200
80,0.1,list,19,0.000110900
80,0.1,matrix,19,0.000282500
80,0.1,list,20,0.000072100
80,0.1,matrix,20,0.000210300
80,0.2,list,1,0.000146400
80,0.2,matrix,1,0.000361600
80,0.2,list,2,0.000131000
80,0.2,matrix,2,0.000234300
80,0.2,list,3,0.000163400
80,0.2,matrix,3,0.000216400
80,0.2,list,4,0.000181100
80,0.2,matrix,4,0.000318800
80,0.2,list,5,0.000197400
80,0.2,matrix,5,0.000358600
80,0.2,list,6,0.000242000
80,0.2,matrix,6,0.000340900
80,0.2,list,7,0.000113900
80,0.2,matrix,7,0.000714200
80,0.2,list,8,0.000106600
80,0.2,matrix,8,0.000220600
80,0.2,list,9,0.000118000
80,0.2,matrix,9,0.000211300
80,0.2,list,10,0.000112500
80,0.2,matrix,10,0.000334300
80,0.2,list,11,0.000111800
80,0.2,matrix,11,0.000223100
80,0.2,list,12,0.000111100
80,0.2,matrix,12,0.000218900
80,0.2,list,13,0.000153500
80,0.2,matrix,13,0.000373500
80,0.2,list,14,0.000206200
80,0.2,matrix,14,0.000305100
80,0.2,list,15,0.000208600
80,0.2,matrix,15,0.000311900
80,0.2,list,16,0.000125300
80,0.2,matrix,16,0.000227300
80,0.2,list,17,0.000118000
80,0.2,matrix,17,0.000215400
80,0.2,list,18,0.000112700
80,0.2,matrix,18,0.000210400
80,0.2,list,19,0.000113400
80,0.2,matrix,19,0.000211200
80,0.2,list,20,0.000109400
80,0.2,matrix,20,0.000217600
80,0.5,list,1,0.000231500
80,0.5,matrix,1,0.000260600
80,0.5,list,2,0.000222800
80,0.5,matrix,2,0.000265500
80,0.5,list,3,0.000311900
80,0.5,matrix,3,0.000263600
80,0.5,list,4,0.000296000
80,0.5,matrix,4,0.000303800
80,0.5,list,5,0.000394800
80,0.5,matrix,5,0.000302400
80,0.5,list,6,0.000238800
80,0.5,matrix,6,0.000261600
80,0.5,list,7,0.000230800
80,0.5,matrix,7,0.000253000
80,0.5,list,8,0.000279200
80,0.5,matrix,8,0.000276900
80,0.5,list,9,0.000467300
80,0.5,matrix,9,0.000249300
80,0.5,list,10,0.000237200
80,0.5,matrix,10,0.000545000
80,0.5,list,11,0.000318700
80,0.5,matrix,11,0.000263500
80,0.5,list,12,0.000234100
80,0.5,matrix,12,0.000260300
80,0.5,list,13,0.000225600
80,0.5,matrix,13,0.000254300
80,0.5,list,14,0.000358400
80,0.5,matrix,14,0.000406300
80,0.5,list,15,0.000723500
80,0.5,matrix,15,0.000525500
80,0.5,list,16,0.000678800
80,0.5,matrix,16,0.001080800
80,0.5,list,17,0.000485900
80,0.5,matrix,17,0.000289300
80,0.5,list,18,0.000232700
80,0.5,matrix,18,0.000512600
80,0.5,list,19,0.000448800
80,0.5,matrix,19,0.000423200
80,0.5,list,20,0.000249600
80,0.5,matrix,20,0.000261800
100,0.01,list,1,0.000063900
100,0.01,matrix,1,0.000564700
100,0.01,list,2,0.000067400
100,0.01,matrix,2,0.000824200
100,0.01,list,3,0.000069100
100,0.01,matrix,3,0.000834000
100,0.01,list,4,0.000060200
100,0.01,matrix,4,0.000637700
100,0.01,list,5,0.000073200
100,0.01,matrix,5,0.000607700
100,0.01,list,6,0.000058700
100,0.01,matrix,6,0.000476500
100,0.01,list,7,0.000124800
100,0.01,matrix,7,0.001010900
100,0.01,list,8,0.000190800
100,0.01,matrix,8,0.000501200
100,0.01,list,9,0.000060800
100,0.01,matrix,9,0.000593000
100,0.01,list,10,0.000064000
100,0.01,matrix,10,0.000518500
100,0.01,list,11,0.000063400
100,0.01,matrix,11,0.000581700
100,0.01,list,12,0.000058700
100,0.01,matrix,12,0.000615400
100,0.01,list,13,0.000060800
100,0.01,matrix,13,0.000743000
100,0.01,list,14,0.000063200
100,0.01,matrix,14,0.000577000
100,0.01,list,15,0.000062200
100,0.01,matrix,15,0.000509100
100,0.01,list,16,0.000053500
100,0.01,matrix,16,0.000520300
100,0.01,list,17,0.000064800
100,0.01,matrix,17,0.000570000
100,0.01,list,18,0.000069800
100,0.01,matrix,18,0.000705400
100,0.01,list,19,0.000063000
100,0.01,matrix,19,0.000521500
100,0.01,list,20,0.000062000
100,0.01,matrix,20,0.000584900
100,0.05,list,1,0.000257700
100,0.05,matrix,1,0.000454600
100,0.05,list,2,0.000071100
100,0.05,matrix,2,0.000337200
100,0.05,list,3,0.000068800
100,0.05,matrix,3,0.000399100
100,0.05,list,4,0.000093000
100,0.05,matrix,4,0.000437400
100,0.05,list,5,0.000073000
100,0.05,matrix,5,0.000408200
100,0.05,list,6,0.000065100
100,0.05,matrix,6,0.000477000
100,0.05,list,7,0.000071900
100,0.05,matrix,7,0.000309700
100,0.05,list,8,0.000063500
100,0.05,matrix,8,0.000352000
100,0.05,list,9,0.000074100
100,0.05,matrix,9,0.000541200
100,0.05,list,10,0.000079700
100,0.05,matrix,10,0.000868700
100,0.05,list,11,0.000129800
100,0.05,matrix,11,0.000290900
100,0.05,list,12,0.000068000
100,0.05,matrix,12,0.000310800
100,0.05,list,13,0.000065000
100,0.05,matrix,13,0.000303700
100,0.05,list,14,0.000065000
100,0.05,matrix,14,0.000356600
100,0.05,list,15,0.000060300
100,0.05,matrix,15,0.000265600
100,0.05,list,16,0.000063300
100,0.05,matrix,16,0.000460200
100,0.05,list,17,0.000069400
100,0.05,matrix,17,0.000505500
100,0.05,list,18,0.000077700
100,0.05,matrix,18,0.000302900
100,0.05,list,19,0.000066900
100,0.05,matrix,19,0.000322200
100,0.05,list,20,0.000077100
100,0.05,matrix,20,0.000286500
100,0.1,list,1,0.000517900
100,0.1,matrix,1,0.000587500
100,0.1,list,2,0.000177200
100,0.1,matrix,2,0.000728700
100,0.1,list,3,0.000153800
100,0.1,matrix,3,0.000315300
100,0.1,list,4,0.000097200
100,0.1,matrix,4,0.000321700
100,0.1,list,5,0.000099700
100,0.1,matrix,5,0.000317300
100,0.1,list,6,0.000097800
100,0.1,matrix,6,0.000327500
100,0.1,list,7,0.000090400
100,0.1,matrix,7,0.000449100
100,0.1,list,8,0.000094800
100,0.1,matrix,8,0.000301600
100,0.1,list,9,0.000119000
100,0.1,matrix,9,0.000418800
100,0.1,list,10,0.000097100
100,0.1,matrix,10,0.000311500
100,0.1,list,11,0.000145300
100,0.1,matrix,11,0.000465000
100,0.1,list,12,0.000097900
100,0.1,matrix,12,0.000345100
100,0.1,list,13,0.000102800
100,0.1,matrix,13,0.000298500
100,0.1,list,14,0.000125800
100,0.1,matrix,14,0.000501900
100,0.1,list,15,0.000113400
100,0.1,matrix,15,0.000450200
100,0.1,list,16,0.000130100
100,0.1,matrix,16,0.000541700
100,0.1,list,17,0.000115200
100,0.1,matrix,17,0.000459600
100,0.1,list,18,0.000165100
100,0.1,matrix,18,0.000476500
100,0.1,list,19,0.000176800
100,0.1,matrix,19,0.000627500
100,0.1,list,20,0.000170400
100,0.1,matrix,20,0.000363200
100,0.2,list,1,0.000187000
100,0.2,matrix,1,0.000415500
100,0.2,list,2,0.000255700
100,0.2,matrix,2,0.000662400
100,0.2,list,3,0.000269700
100,0.2,matrix,3,0.000580900
100,0.2,list,4,0.000167500
100,0.2,matrix,4,0.000360000
100,0.2,list,5,0.000161800
100,0.2,matrix,5,0.000322700
100,0.2,list,6,0.000163100
100,0.2,matrix,6,0.000422000
100,0.2,list,7,0.000165600
100,0.2,matrix,7,0.000571100
100,0.2,list,8,0.000245800
100,0.2,matrix,8,0.000518100
100,0.2,list,9,0.000167100
100,0.2,matrix,9,0.000387400
100,0.2,list,10,0.000166100
100,0.2,matrix,10,0.000339300
100,0.2,list,11,0.000165700
100,0.2,matrix,11,0.000341200
100,0.2,list,12,0.000332400
100,0.2,matrix,12,0.000317500
100,0.2,list,13,0.000197100
100,0.2,matrix,13,0.000378700
100,0.2,list,14,0.000231900
100,0.2,matrix,14,0.000442000
100,0.2,list,15,0.000298800
100,0.2,matrix,15,0.000608100
100,0.2,list,16,0.000180100
100,0.2,matrix,16,0.000841100
100,0.2,list,17,0.000229900
100,0.2,matrix,17,0.000886000
100,0.2,list,18,0.000546000
100,0.2,matrix,18,0.000890600
100,0.2,list,19,0.000563300
100,0.2,matrix,19,0.000620100
100,0.2,list,20,0.000319400
100,0.2,matrix,20,0.000564200
100,0.5,list,1,0.000515600
100,0.5,matrix,1,0.000635200
100,0.5,list,2,0.000427100
100,0.5,matrix,2,0.000393400
100,0.5,list,3,0.000366800
100,0.5,matrix,3,0.000499000
100,0.5,list,4,0.000322200
100,0.5,matrix,4,0.000402400
100,0.5,list,5,0.000314200
100,0.5,matrix,5,0.000414200
100,0.5,list,6,0.000562000
100,0.5,matrix,6,0.000412300
100,0.5,list,7,0.001137500
100,0.5,matrix,7,0.000378500
100,0.5,list,8,0.000353500
100,0.5,matrix,8,0.000394600
100,0.5,list,9,0.000365800
100,0.5,matrix,9,0.000402900
100,0.5,list,10,0.000303100
100,0.5,matrix,10,0.000330500
100,0.5,list,11,0.000345100
100,0.5,matrix,11,0.000374800
100,0.5,list,12,0.000374600
100,0.5,matrix,12,0.000395800
100,0.5,list,13,0.000324200
100,0.5,matrix,13,0.000322000
100,0.5,list,14,0.000358900
100,0.5,matrix,14,0.000354900
100,0.5,list,15,0.000330500
100,0.5,matrix,15,0.000396200
100,0.5,list,16,0.000353000
100,0.5,matrix,16,0.000395300
100,0.5,list,17,0.000347400
100,0.5,matrix,17,0.000423800
100,0.5,list,18,0.000339500
100,0.5,matrix,18,0.000361200
100,0.5,list,19,0.000463900
100,0.5,matrix,19,0.000348300
100,0.5,list,20,0.000324500
100,0.5,matrix,20,0.000318400
120,0.01,list,1,0.000059100
120,0.01,matrix,1,0.000659200
120,0.01,list,2,0.000062900
120,0.01,matrix,2,0.000737300
120,0.01,list,3,0.000061900
120,0.01,matrix,3,0.000623300
120,0.01,list,4,0.000059400
120,0.01,matrix,4,0.000644600
120,0.01,list,5,0.000064300
120,0.01,matrix,5,0.000600400
120,0.01,list,6,0.000054200
120,0.01,matrix,6,0.000570600
120,0.01,list,7,0.000072100
120,0.01,matrix,7,0.000586300
120,0.01,list,8,0.000060700
120,0.01,matrix,8,0.000562500
120,0.01,list,9,0.000091800
120,0.01,matrix,9,0.000687700
120,0.01,list,10,0.000077400
120,0.01,matrix,10,0.000808300
120,0.01,list,11,0.000060200
120,0.01,matrix,11,0.000847300
120,0.01,list,12,0.000066900
120,0.01,matrix,12,0.000692800
120,0.01,list,13,0.000056700
120,0.01,matrix,13,0.000795000
120,0.01,list,14,0.000062300
120,0.01,matrix,14,0.000644900
120,0.01,list,15,0.000071000
120,0.01,matrix,15,0.000676200
120,0.01,list,16,0.000065000
120,0.01,matrix,16,0.000533700
120,0.01,list,17,0.000072300
120,0.01,matrix,17,0.000671400
120,0.01,list,18,0.000054400
120,0.01,matrix,18,0.000596400
120,0.01,list,19,0.000059400
120,0.01,matrix,19,0.000661800
120,0.01,list,20,0.000067900
120,0.01,matrix,20,0.000672300
120,0.05,list,1,0.000083000
120,0.05,matrix,1,0.000379900
120,0.05,list,2,0.000089100
120,0.05,matrix,2,0.000452100
120,0.05,list,3,0.000081200
120,0.05,matrix,3,0.000398900
120,0.05,list,4,0.000097800
120,0.05,matrix,4,0.000404700
120,0.05,list,5,0.000083700
120,0.05,matrix,5,0.000630300
120,0.05,list,6,0.000083800
120,0.05,matrix,6,0.000418900
120,0.05,list,7,0.000255300
120,0.05,matrix,7,0.000382000
120,0.05,list,8,0.000106400
120,0.05,matrix,8,0.000400200
120,0.05,list,9,0.000092800
120,0.05,matrix,9,0.000407800
120,0.05,list,10,0.000091200
120,0.05,matrix,10,0.000684700
120,0.05,list,11,0.000094600
120,0.05,matrix,11,0.000550100
120,0.05,list,12,0.000104700
120,0.05,matrix,12,0.000910400
120,0.05,list,13,0.000359200
120,0.05,matrix,13,0.001888500
120,0.05,list,14,0.000084800
120,0.05,matrix,14,0.000429100
120,0.05,list,15,0.000512400
120,0.05,matrix,15,0.000450400
120,0.05,list,16,0.000104500
120,0.05,matrix,16,0.000446800
120,0.05,list,17,0.000113100
120,0.05,matrix,17,0.000706400
120,0.05,list,18,0.000132600
120,0.05,matrix,18,0.000675600
120,0.05,list,19,0.000107000
120,0.05,matrix,19,0.000754300
120,0.05,list,20,0.000090300
120,0.05,matrix,20,0.000487700
120,0.1,list,1,0.000532700
120,0.1,matrix,1,0.000443900
120,0.1,list,2,0.000131100
120,0.1,matrix,2,0.000469400
120,0.1,list,3,0.000142300
120,0.1,matrix,3,0.000472900
120,0.1,list,4,0.000172400
120,0.1,matrix,4,0.000416400
120,0.1,list,5,0.000161200
120,0.1,matrix,5,0.000704100
120,0.1,list,6,0.000148300
120,0.1,matrix,6,0.000961400
120,0.1,list,7,0.000137700
120,0.1,matrix,7,0.000453600
120,0.1,list,8,0.000494000
120,0.1,matrix,8,0.000413500
120,0.1,list,9,0.000135900
120,0.1,matrix,9,0.000449300
120,0.1,list,10,0.000133300
120,0.1,matrix,10,0.000456700
120,0.1,list,11,0.000130200
120,0.1,matrix,11,0.000443100
120,0.1,list,12,0.000170300
120,0.1,matrix,12,0.000458500
120,0.1,list,13,0.000127900
120,0.1,matrix,13,0.000779400
120,0.1,list,14,0.000170500
120,0.1,matrix,14,0.000558200
120,0.1,list,15,0.000203200
120,0.1,matrix,15,0.000773100
120,0.1,list,16,0.000208700
120,0.1,matrix,16,0.000699800
120,0.1,list,17,0.000220700
120,0.1,matrix,17,0.000579100
120,0.1,list,18,0.000176700
120,0.1,matrix,18,0.001642000
120,0.1,list,19,0.000260600
120,0.1,matrix,19,0.001044100
120,0.1,list,20,0.000351700
120,0.1,matrix,20,0.000628800
120,0.2,list,1,0.000272600
120,0.2,matrix,1,0.000652200
120,0.2,list,2,0.000346600
120,0.2,matrix,2,0.001212600
120,0.2,list,3,0.000271600
120,0.2,matrix,3,0.000485000
120,0.2,list,4,0.000274100
120,0.2,matrix,4,0.000810500
120,0.2,list,5,0.000455900
120,0.2,matrix,5,0.000617400
120,0.2,list,6,0.000328600
120,0.2,matrix,6,0.000470400
120,0.2,list,7,0.000327600
120,0.2,matrix,7,0.000631200
120,0.2,list,8,0.000218200
120,0.2,matrix,8,0.000476500
120,0.2,list,9,0.000228900
120,0.2,matrix,9,0.000747100
120,0.2,list,10,0.000332700
120,0.2,matrix,10,0.001008200
120,0.2,list,11,0.000412100
120,0.2,matrix,11,0.000768000
120,0.2,list,12,0.000408800
120,0.2,matrix,12,0.000603900
120,0.2,list,13,0.000225800
120,0.2,matrix,13,0.000463400
120,0.2,list,14,0.000224400
120,0.2,matrix,14,0.000718600
120,0.2,list,15,0.000337100
120,0.2,matrix,15,0.000735900
120,0.2,list,16,0.000216700
120,0.2,matrix,16,0.000439300
120,0.2,list,17,0.000226900
120,0.2,matrix,17,0.000473800
120,0.2,list,18,0.000278100
120,0.2,matrix,18,0.000566000
120,0.2,list,19,0.000221800
120,0.2,matrix,19,0.000426700
120,0.2,list,20,0.000221800
120,0.2,matrix,20,0.000516800
120,0.5,list,1,0.000446900
120,0.5,matrix,1,0.000515800
120,0.5,list,2,0.000438600
120,0.5,matrix,2,0.000529900
120,0.5,list,3,0.000433100
120,0.5,matrix,3,0.000498100
120,0.5,list,4,0.000477300
120,0.5,matrix,4,0.000569000
120,0.5,list,5,0.000610100
120,0.5,matrix,5,0.000593300
120,0.5,list,6,0.000529600
120,0.5,matrix,6,0.000525000
120,0.5,list,7,0.000500700
120,0.5,matrix,7,0.000535500
120,0.5,list,8,0.000504400
120,0.5,matrix,8,0.000565100
120,0.5,list,9,0.000710800
120,0.5,matrix,9,0.000560300
120,0.5,list,10,0.000642100
120,0.5,matrix,10,0.000672200
120,0.5,list,11,0.000457600
120,0.5,matrix,11,0.000488700
120,0.5,list,12,0.000445900
120,0.5,matrix,12,0.000546300
120,0.5,list,13,0.000490600
120,0.5,matrix,13,0.000479100
120,0.5,list,14,0.000494400
120,0.5,matrix,14,0.000579400
120,0.5,list,15,0.000507300
120,0.5,matrix,15,0.000515800
120,0.5,list,16,0.000518400
120,0.5,matrix,16,0.000523300
120,0.5,list,17,0.000550300
120,0.5,matrix,17,0.000493300
120,0.5,list,18,0.000432800
120,0.5,matrix,18,0.000462500
120,0.5,list,19,0.000436900
120,0.5,matrix,19,0.000509100
120,0.5,list,20,0.000527200
120,0.5,matrix,20,0.000458700
140,0.01,list,1,0.000065400
140,0.01,matrix,1,0.000861300
140,0.01,list,2,0.000052300
140,0.01,matrix,2,0.000659600
140,0.01,list,3,0.000065600
140,0.01,matrix,3,0.000683100
140,0.01,list,4,0.000072900
140,0.01,matrix,4,0.000877500
140,0.01,list,5,0.000071100
140,0.01,matrix,5,0.000983700
140,0.01,list,6,0.000099500
140,0.01,matrix,6,0.000792500
140,0.01,list,7,0.000070100
140,0.01,matrix,7,0.001699400
140,0.01,list,8,0.000076000
140,0.01,matrix,8,0.000689700
140,0.01,list,9,0.000084700
140,0.01,matrix,9,0.000846200
140,0.01,list,10,0.000059000
140,0.01,matrix,10,0.000971500
140,0.01,list,11,0.000085000
140,0.01,matrix,11,0.000878900
140,0.01,list,12,0.000068200
140,0.01,matrix,12,0.000727200
140,0.01,list,13,0.000065000
140,0.01,matrix,13,0.000757300
140,0.01,list,14,0.000079800
140,0.01,matrix,14,0.000664200
140,0.01,list,15,0.000066600
140,0.01,matrix,15,0.001064500
140,0.01,list,16,0.000069300
140,0.01,matrix,16,0.000954300
140,0.01,list,17,0.000082400
140,0.01,matrix,17,0.000919800
140,0.01,list,18,0.000070700
140,0.01,matrix,18,0.000831800
140,0.01,list,19,0.000070400
140,0.01,matrix,19,0.000821600
140,0.01,list,20,0.000076500
140,0.01,matrix,20,0.000926500
140,0.05,list,1,0.000102500
140,0.05,matrix,1,0.000585100
140,0.05,list,2,0.000105000
140,0.05,matrix,2,0.000536100
140,0.05,list,3,0.000102500
140,0.05,matrix,3,0.000564900
140,0.05,list,4,0.000103000
140,0.05,matrix,4,0.000562700
140,0.05,list,5,0.000092800
140,0.05,matrix,5,0.000824400
140,0.05,list,6,0.000105900
140,0.05,matrix,6,0.000529900
140,0.05,list,7,0.000113400
140,0.05,matrix,7,0.000595300
140,0.05,list,8,0.000103800
140,0.05,matrix,8,0.000587800
140,0.05,list,9,0.000100700
140,0.05,matrix,9,0.000542000
140,0.05,list,10,0.000103000
140,0.05,matrix,10,0.000565500
140,0.05,list,11,0.000101800
140,0.05,matrix,11,0.000603100
140,0.05,list,12,0.000104100
140,0.05,matrix,12,0.000593300
140,0.05,list,13,0.000285300
140,0.05,matrix,13,0.000641400
140,0.05,list,14,0.000102200
140,0.05,matrix,14,0.000622000
140,0.05,list,15,0.000104900
140,0.05,matrix,15,0.000650800
140,0.05,list,16,0.000105300
140,0.05,matrix,16,0.000590800
140,0.05,list,17,0.000110500
140,0.05,matrix,17,0.000565800
140,0.05,list,18,0.000103400
140,0.05,matrix,18,0.000655700
140,0.05,list,19,0.000108300
140,0.05,matrix,19,0.000577400
140,0.05,list,20,0.000104700
140,0.05,matrix,20,0.000565500
140,0.1,list,1,0.000169000
140,0.1,matrix,1,0.000597900
140,0.1,list,2,0.000163900
140,0.1,matrix,2,0.000614500
140,0.1,list,3,0.000172400
140,0.1,matrix,3,0.001474900
140,0.1,list,4,0.000167600
140,0.1,matrix,4,0.001055900
140,0.1,list,5,0.000546900
140,0.1,matrix,5,0.000640600
140,0.1,list,6,0.000174400
140,0.1,matrix,6,0.000542100
140,0.1,list,7,0.000161800
140,0.1,matrix,7,0.000552100
140,0.1,list,8,0.000165800
140,0.1,matrix,8,0.000596600
140,0.1,list,9,0.000175100
140,0.1,matrix,9,0.000682500
140,0.1,list,10,0.000161900
140,0.1,matrix,10,0.000574600
140,0.1,list,11,0.000200800
140,0.1,matrix,11,0.000542400
140,0.1,list,12,0.000166500
140,0.1,matrix,12,0.000571600
140,0.1,list,13,0.000172300
140,0.1,matrix,13,0.000584700
140,0.1,list,14,0.000167300
140,0.1,matrix,14,0.000596700
140,0.1,list,15,0.000170100
140,0.1,matrix,15,0.000570600
140,0.1,list,16,0.000169800
140,0.1,matrix,16,0.000572100
140,0.1,list,17,0.000167400
140,0.1,matrix,17,0.000550800
140,0.1,list,18,0.000164900
140,0.1,matrix,18,0.000593300
140,0.1,list,19,0.000173700
140,0.1,matrix,19,0.000780200
140,0.1,list,20,0.000166000
140,0.1,matrix,20,0.000595400
140,0.2,list,1,0.000292100
140,0.2,matrix,1,0.000739700
140,0.2,list,2,0.000295700
140,0.2,matrix,2,0.000712400
140,0.2,list,3,0.000298700
140,0.2,matrix,3,0.000631000
140,0.2,list,4,0.000312200
140,0.2,matrix,4,0.000630900
140,0.2,list,5,0.000298900
140,0.2,matrix,5,0.000753400
140,0.2,list,6,0.000295400
140,0.2,matrix,6,0.000583000
140,0.2,list,7,0.000304100
140,0.2,matrix,7,0.001155000
140,0.2,list,8,0.000296600
140,0.2,matrix,8,0.000643000
140,0.2,list,9,0.000290200
140,0.2,matrix,9,0.000650800
140,0.2,list,10,0.000391200
140,0.2,matrix,10,0.000694100
140,0.2,list,11,0.000282300
