n,density,representation,trial,time_s
140,0.2,matrix,11,0.000640100
140,0.2,list,12,0.000292100
140,0.2,matrix,12,0.000593900
140,0.2,list,13,0.000297500
140,0.2,matrix,13,0.000643300
140,0.2,list,14,0.000294900
140,0.2,matrix,14,0.000651100
140,0.2,list,15,0.000301500
140,0.2,matrix,15,0.001985300
140,0.2,list,16,0.000294900
140,0.2,matrix,16,0.000642900
140,0.2,list,17,0.000295600
140,0.2,matrix,17,0.000630300
140,0.2,list,18,0.000482200
140,0.2,matrix,18,0.000590500
140,0.2,list,19,0.000350200
140,0.2,matrix,19,0.000641200
140,0.2,list,20,0.000354600
140,0.2,matrix,20,0.001468000
140,0.5,list,1,0.001003100
140,0.5,matrix,1,0.000743900
140,0.5,list,2,0.001189100
140,0.5,matrix,2,0.000706400
140,0.5,list,3,0.000688700
140,0.5,matrix,3,0.000752200
140,0.5,list,4,0.002207800
140,0.5,matrix,4,0.000800900
140,0.5,list,5,0.000762200
140,0.5,matrix,5,0.000759600
140,0.5,list,6,0.000682500
140,0.5,matrix,6,0.000758500
140,0.5,list,7,0.000674600
140,0.5,matrix,7,0.000735600
140,0.5,list,8,0.000685700
140,0.5,matrix,8,0.000748100
140,0.5,list,9,0.000692100
140,0.5,matrix,9,0.000757300
140,0.5,list,10,0.000723100
140,0.5,matrix,10,0.000973700
140,0.5,list,11,0.000649500
140,0.5,matrix,11,0.000844800
140,0.5,list,12,0.000856100
140,0.5,matrix,12,0.000863000
140,0.5,list,13,0.000666600
140,0.5,matrix,13,0.000711800
140,0.5,list,14,0.000777400
140,0.5,matrix,14,0.000745800
140,0.5,list,15,0.000762400
140,0.5,matrix,15,0.000735800
140,0.5,list,16,0.000665200
140,0.5,matrix,16,0.000880500
140,0.5,list,17,0.000793600
140,0.5,matrix,17,0.000788800
140,0.5,list,18,0.000725100
140,0.5,matrix,18,0.000765700
140,0.5,list,19,0.000690900
140,0.5,matrix,19,0.000750500
140,0.5,list,20,0.000688600
140,0.5,matrix,20,0.000701700
160,0.01,list,1,0.000070500
160,0.01,matrix,1,0.000965300
160,0.01,list,2,0.000243100
160,0.01,matrix,2,0.001020100
160,0.01,list,3,0.000071300
160,0.01,matrix,3,0.001312300
160,0.01,list,4,0.000076900
160,0.01,matrix,4,0.000921500
160,0.01,list,5,0.000070600
160,0.01,matrix,5,0.000930000
160,0.01,list,6,0.000070000
160,0.01,matrix,6,0.000953300
160,0.01,list,7,0.000067600
160,0.01,matrix,7,0.000929200
160,0.01,list,8,0.000074000
160,0.01,matrix,8,0.000952900
160,0.01,list,9,0.000074900
160,0.01,matrix,9,0.000984700
160,0.01,list,10,0.000081100
160,0.01,matrix,10,0.001184500
160,0.01,list,11,0.000071800
160,0.01,matrix,11,0.000969000
160,0.01,list,12,0.000077700
160,0.01,matrix,12,0.001024800
160,0.01,list,13,0.000072400
160,0.01,matrix,13,0.000981000
160,0.01,list,14,0.000071200
160,0.01,matrix,14,0.000988700
160,0.01,list,15,0.000071300
160,0.01,matrix,15,0.001149100
160,0.01,list,16,0.000147900
160,0.01,matrix,16,0.000948400
160,0.01,list,17,0.000066700
160,0.01,matrix,17,0.001213600
160,0.01,list,18,0.000071600
160,0.01,matrix,18,0.000995200
160,0.01,list,19,0.000072800
160,0.01,matrix,19,0.000921800
160,0.01,list,20,0.000069000
160,0.01,matrix,20,0.000894700
160,0.05,list,1,0.000120300
160,0.05,matrix,1,0.000751700
160,0.05,list,2,0.000124200
160,0.05,matrix,2,0.000703300
160,0.05,list,3,0.000127800
160,0.05,matrix,3,0.000919800
160,0.05,list,4,0.000123200
160,0.05,matrix,4,0.000731900
160,0.05,list,5,0.000122900
160,0.05,matrix,5,0.000733600
160,0.05,list,6,0.000122500
160,0.05,matrix,6,0.000910600
160,0.05,list,7,0.000120500
160,0.05,matrix,7,0.000795800
160,0.05,list,8,0.000128000
160,0.05,matrix,8,0.000941100
160,0.05,list,9,0.000124700
160,0.05,matrix,9,0.000714000
160,0.05,list,10,0.000120600
160,0.05,matrix,10,0.000660700
160,0.05,list,11,0.000126500
160,0.05,matrix,11,0.001033000
160,0.05,list,12,0.000123500
160,0.05,matrix,12,0.000745300
160,0.05,list,13,0.000128400
160,0.05,matrix,13,0.000745700
160,0.05,list,14,0.000125200
160,0.05,matrix,14,0.000757100
160,0.05,list,15,0.000124500
160,0.05,matrix,15,0.000940100
160,0.05,list,16,0.000121500
160,0.05,matrix,16,0.000800100
160,0.05,list,17,0.000124100
160,0.05,matrix,17,0.001699900
160,0.05,list,18,0.000124500
160,0.05,matrix,18,0.000773200
160,0.05,list,19,0.000131700
160,0.05,matrix,19,0.000747200
160,0.05,list,20,0.000133000
160,0.05,matrix,20,0.000664400
160,0.1,list,1,0.000376800
160,0.1,matrix,1,0.000799400
160,0.1,list,2,0.000206600
160,0.1,matrix,2,0.000786900
160,0.1,list,3,0.000207900
160,0.1,matrix,3,0.000768000
160,0.1,list,4,0.000204400
160,0.1,matrix,4,0.000788900
160,0.1,list,5,0.000201900
160,0.1,matrix,5,0.000810900
160,0.1,list,6,0.000209300
160,0.1,matrix,6,0.000855400
160,0.1,list,7,0.000213800
160,0.1,matrix,7,0.000790100
160,0.1,list,8,0.000213200
160,0.1,matrix,8,0.000765200
160,0.1,list,9,0.000216100
160,0.1,matrix,9,0.000774500
160,0.1,list,10,0.000224900
160,0.1,matrix,10,0.000697600
160,0.1,list,11,0.000211500
160,0.1,matrix,11,0.000743600
160,0.1,list,12,0.000185300
160,0.1,matrix,12,0.000697800
160,0.1,list,13,0.000185400
160,0.1,matrix,13,0.000763700
160,0.1,list,14,0.000207800
160,0.1,matrix,14,0.000645500
160,0.1,list,15,0.000209700
160,0.1,matrix,15,0.000829000
160,0.1,list,16,0.000183200
160,0.1,matrix,16,0.000730600
160,0.1,list,17,0.000215700
160,0.1,matrix,17,0.000710400
160,0.1,list,18,0.000208500
160,0.1,matrix,18,0.000707100
160,0.1,list,19,0.000209200
160,0.1,matrix,19,0.001020400
160,0.1,list,20,0.000205700
160,0.1,matrix,20,0.000783500
160,0.2,list,1,0.000375600
160,0.2,matrix,1,0.000864600
160,0.2,list,2,0.000374100
160,0.2,matrix,2,0.000824700
160,0.2,list,3,0.000430000
160,0.2,matrix,3,0.000833300
160,0.2,list,4,0.000384500
160,0.2,matrix,4,0.000795600
160,0.2,list,5,0.000380100
160,0.2,matrix,5,0.000964700
160,0.2,list,6,0.000375700
160,0.2,matrix,6,0.000757900
160,0.2,list,7,0.000421800
160,0.2,matrix,7,0.000822100
160,0.2,list,8,0.000388200
160,0.2,matrix,8,0.000814000
160,0.2,list,9,0.000370600
160,0.2,matrix,9,0.001327200
160,0.2,list,10,0.000424400
160,0.2,matrix,10,0.000757300
160,0.2,list,11,0.000367200
160,0.2,matrix,11,0.000823700
160,0.2,list,12,0.000380200
160,0.2,matrix,12,0.000836900
160,0.2,list,13,0.000390700
160,0.2,matrix,13,0.000729600
160,0.2,list,14,0.000384800
160,0.2,matrix,14,0.000923100
160,0.2,list,15,0.000386600
160,0.2,matrix,15,0.000840200
160,0.2,list,16,0.000418700
160,0.2,matrix,16,0.000831600
160,0.2,list,17,0.000360400
160,0.2,matrix,17,0.000828900
160,0.2,list,18,0.000457100
160,0.2,matrix,18,0.000849700
160,0.2,list,19,0.000417200
160,0.2,matrix,19,0.000783800
160,0.2,list,20,0.000365700
160,0.2,matrix,20,0.000918700
160,0.5,list,1,0.001330200
160,0.5,matrix,1,0.000989500
160,0.5,list,2,0.000898000
160,0.5,matrix,2,0.001001700
160,0.5,list,3,0.000896800
160,0.5,matrix,3,0.001255500
160,0.5,list,4,0.000905700
160,0.5,matrix,4,0.000991100
160,0.5,list,5,0.000951600
160,0.5,matrix,5,0.001350800
160,0.5,list,6,0.000861600
160,0.5,matrix,6,0.001005500
160,0.5,list,7,0.000895700
160,0.5,matrix,7,0.000995500
160,0.5,list,8,0.000910200
160,0.5,matrix,8,0.001178000
160,0.5,list,9,0.000919500
160,0.5,matrix,9,0.001069000
160,0.5,list,10,0.000847800
160,0.5,matrix,10,0.000978600
160,0.5,list,11,0.000993300
160,0.5,matrix,11,0.001007500
160,0.5,list,12,0.000876100
160,0.5,matrix,12,0.000969800
160,0.5,list,13,0.000903700
160,0.5,matrix,13,0.001008100
160,0.5,list,14,0.000914500
160,0.5,matrix,14,0.001173200
160,0.5,list,15,0.001002500
160,0.5,matrix,15,0.001006400
160,0.5,list,16,0.000882800
160,0.5,matrix,16,0.001011200
160,0.5,list,17,0.000873700
160,0.5,matrix,17,0.000905000
160,0.5,list,18,0.000897700
160,0.5,matrix,18,0.001010300
160,0.5,list,19,0.000904300
160,0.5,matrix,19,0.000931800
160,0.5,list,20,0.000850800
160,0.5,matrix,20,0.000980400
180,0.01,list,1,0.000158500
180,0.01,matrix,1,0.001104900
180,0.01,list,2,0.000078300
180,0.01,matrix,2,0.001643200
180,0.01,list,3,0.000098400
180,0.01,matrix,3,0.001163100
180,0.01,list,4,0.000082900
180,0.01,matrix,4,0.001127100
180,0.01,list,5,0.000083000
180,0.01,matrix,5,0.001070000
180,0.01,list,6,0.000080800
180,0.01,matrix,6,0.001139900
180,0.01,list,7,0.000083900
180,0.01,matrix,7,0.001164600
180,0.01,list,8,0.000084800
180,0.01,matrix,8,0.001410600
180,0.01,list,9,0.000080300
180,0.01,matrix,9,0.001090600
180,0.01,list,10,0.000076400
180,0.01,matrix,10,0.001163600
180,0.01,list,11,0.000084900
180,0.01,matrix,11,0.001504200
180,0.01,list,12,0.000080400
180,0.01,matrix,12,0.001190900
180,0.01,list,13,0.000080200
180,0.01,matrix,13,0.001208500
180,0.01,list,14,0.000080600
180,0.01,matrix,14,0.001111700
180,0.01,list,15,0.000081800
180,0.01,matrix,15,0.001339800
180,0.01,list,16,0.000125100
180,0.01,matrix,16,0.001029200
180,0.01,list,17,0.000084300
180,0.01,matrix,17,0.001213000
180,0.01,list,18,0.000078800
180,0.01,matrix,18,0.001650000
180,0.01,list,19,0.000084100
180,0.01,matrix,19,0.001206600
180,0.01,list,20,0.000081700
180,0.01,matrix,20,0.001317600
180,0.05,list,1,0.000154700
180,0.05,matrix,1,0.000923300
180,0.05,list,2,0.000152700
180,0.05,matrix,2,0.000929200
180,0.05,list,3,0.000163500
180,0.05,matrix,3,0.000972000
180,0.05,list,4,0.000151200
180,0.05,matrix,4,0.000975300
180,0.05,list,5,0.000156500
180,0.05,matrix,5,0.001042200
180,0.05,list,6,0.000149700
180,0.05,matrix,6,0.000913000
180,0.05,list,7,0.000163600
180,0.05,matrix,7,0.001136500
180,0.05,list,8,0.000433500
180,0.05,matrix,8,0.000860400
180,0.05,list,9,0.000153400
180,0.05,matrix,9,0.000929300
180,0.05,list,10,0.000138400
180,0.05,matrix,10,0.000934300
180,0.05,list,11,0.000152600
180,0.05,matrix,11,0.000977400
180,0.05,list,12,0.000153500
180,0.05,matrix,12,0.000927700
180,0.05,list,13,0.000165100
180,0.05,matrix,13,0.000962200
180,0.05,list,14,0.000151300
180,0.05,matrix,14,0.001009800
180,0.05,list,15,0.000155700
180,0.05,matrix,15,0.000828900
180,0.05,list,16,0.000150800
180,0.05,matrix,16,0.000964300
180,0.05,list,17,0.000152800
180,0.05,matrix,17,0.000946900
180,0.05,list,18,0.000152900
180,0.05,matrix,18,0.000970400
180,0.05,list,19,0.000157700
180,0.05,matrix,19,0.001031100
180,0.05,list,20,0.000152000
180,0.05,matrix,20,0.000918300
180,0.1,list,1,0.000251600
180,0.1,matrix,1,0.000989000
180,0.1,list,2,0.000268300
180,0.1,matrix,2,0.000995400
180,0.1,list,3,0.000253700
180,0.1,matrix,3,0.001000000
180,0.1,list,4,0.000267600
180,0.1,matrix,4,0.001407100
180,0.1,list,5,0.000259000
180,0.1,matrix,5,0.000979300
180,0.1,list,6,0.000255200
180,0.1,matrix,6,0.000922300
180,0.1,list,7,0.000287800
180,0.1,matrix,7,0.000966100
180,0.1,list,8,0.000264800
180,0.1,matrix,8,0.001011300
180,0.1,list,9,0.000262000
180,0.1,matrix,9,0.000976300
180,0.1,list,10,0.000260200
180,0.1,matrix,10,0.000989100
180,0.1,list,11,0.000432400
180,0.1,matrix,11,0.000969800
180,0.1,list,12,0.000263900
180,0.1,matrix,12,0.000912600
180,0.1,list,13,0.000224100
180,0.1,matrix,13,0.000910000
180,0.1,list,14,0.000262800
180,0.1,matrix,14,0.001134100
180,0.1,list,15,0.000269000
180,0.1,matrix,15,0.000984000
180,0.1,list,16,0.000257400
180,0.1,matrix,16,0.001058200
180,0.1,list,17,0.000277100
180,0.1,matrix,17,0.000891200
180,0.1,list,18,0.000252300
180,0.1,matrix,18,0.000983900
180,0.1,list,19,0.000255300
180,0.1,matrix,19,0.000969700
180,0.1,list,20,0.000266400
180,0.1,matrix,20,0.000992200
180,0.2,list,1,0.000448400
180,0.2,matrix,1,0.001055800
180,0.2,list,2,0.000544100
180,0.2,matrix,2,0.000945800
180,0.2,list,3,0.000469700
180,0.2,matrix,3,0.000959100
180,0.2,list,4,0.000479900
180,0.2,matrix,4,0.000980100
180,0.2,list,5,0.000489200
180,0.2,matrix,5,0.001065800
180,0.2,list,6,0.000519900
180,0.2,matrix,6,0.001122500
180,0.2,list,7,0.000496300
180,0.2,matrix,7,0.001405100
180,0.2,list,8,0.000481100
180,0.2,matrix,8,0.001482100
180,0.2,list,9,0.000482300
180,0.2,matrix,9,0.001030600
180,0.2,list,10,0.000482300
180,0.2,matrix,10,0.001049000
180,0.2,list,11,0.000640000
180,0.2,matrix,11,0.001046500
180,0.2,list,12,0.000506100
180,0.2,matrix,12,0.001035800
180,0.2,list,13,0.000458200
180,0.2,matrix,13,0.001228700
180,0.2,list,14,0.000463200
180,0.2,matrix,14,0.001018200
180,0.2,list,15,0.000463100
180,0.2,matrix,15,0.001018700
180,0.2,list,16,0.000479500
180,0.2,matrix,16,0.001624900
180,0.2,list,17,0.000596200
180,0.2,matrix,17,0.001051300
180,0.2,list,18,0.000599100
180,0.2,matrix,18,0.000830700
180,0.2,list,19,0.000580300
180,0.2,matrix,19,0.001285400
180,0.2,list,20,0.000503700
180,0.2,matrix,20,0.001364300
180,0.5,list,1,0.001087600
180,0.5,matrix,1,0.001248900
180,0.5,list,2,0.001130500
180,0.5,matrix,2,0.001253100
180,0.5,list,3,0.001155600
180,0.5,matrix,3,0.001460300
180,0.5,list,4,0.001367000
180,0.5,matrix,4,0.001197600
180,0.5,list,5,0.001249000
180,0.5,matrix,5,0.001292300
180,0.5,list,6,0.001114800
180,0.5,matrix,6,0.001370800
180,0.5,list,7,0.001226500
180,0.5,matrix,7,0.001425900
180,0.5,list,8,0.001227100
180,0.5,matrix,8,0.001402000
180,0.5,list,9,0.001097700
180,0.5,matrix,9,0.001258100
180,0.5,list,10,0.001123100
180,0.5,matrix,10,0.001260200
180,0.5,list,11,0.002011000
180,0.5,matrix,11,0.001257500
180,0.5,list,12,0.001377900
180,0.5,matrix,12,0.001390200
180,0.5,list,13,0.001554800
180,0.5,matrix,13,0.001218100
180,0.5,list,14,0.001152600
180,0.5,matrix,14,0.001238000
180,0.5,list,15,0.001218400
180,0.5,matrix,15,0.001410300
180,0.5,list,16,0.001080900
180,0.5,matrix,16,0.001255100
180,0.5,list,17,0.001028900
180,0.5,matrix,17,0.001475400
180,0.5,list,18,0.001113500
180,0.5,matrix,18,0.001168300
180,0.5,list,19,0.001042500
180,0.5,matrix,19,0.001143300
180,0.5,list,20,0.001032400
180,0.5,matrix,20,0.001294400
200,0.01,list,1,0.000112700
200,0.01,matrix,1,0.001553000
200,0.01,list,2,0.000087300
200,0.01,matrix,2,0.001697900
200,0.01,list,3,0.000093400
200,0.01,matrix,3,0.001488100
200,0.01,list,4,0.000086300
200,0.01,matrix,4,0.001431400
200,0.01,list,5,0.000090800
200,0.01,matrix,5,0.001438300
200,0.01,list,6,0.000084000
200,0.01,matrix,6,0.001246700
200,0.01,list,7,0.000094200
200,0.01,matrix,7,0.001367300
200,0.01,list,8,0.000081600
200,0.01,matrix,8,0.001263300
200,0.01,list,9,0.000111500
200,0.01,matrix,9,0.001566000
200,0.01,list,10,0.000088300
200,0.01,matrix,10,0.001301200
200,0.01,list,11,0.000186800
200,0.01,matrix,11,0.001358000
200,0.01,list,12,0.000090800
200,0.01,matrix,12,0.005329400
200,0.01,list,13,0.000101400
200,0.01,matrix,13,0.001351800
200,0.01,list,14,0.000086600
200,0.01,matrix,14,0.001488700
200,0.01,list,15,0.000080600
200,0.01,matrix,15,0.001374100
200,0.01,list,16,0.000093200
200,0.01,matrix,16,0.001526000
200,0.01,list,17,0.000087100
200,0.01,matrix,17,0.001607200
200,0.01,list,18,0.000079600
200,0.01,matrix,18,0.001239700
200,0.01,list,19,0.000086700
200,0.01,matrix,19,0.001373000
200,0.01,list,20,0.000085800
200,0.01,matrix,20,0.001471500
200,0.05,list,1,0.000176600
200,0.05,matrix,1,0.001167800
200,0.05,list,2,0.000182400
200,0.05,matrix,2,0.001369900
200,0.05,list,3,0.000179900
200,0.05,matrix,3,0.001190600
200,0.05,list,4,0.000369600
200,0.05,matrix,4,0.001143900
200,0.05,list,5,0.000189300
200,0.05,matrix,5,0.001080000
200,0.05,list,6,0.000200000
200,0.05,matrix,6,0.001144100
200,0.05,list,7,0.000250100
200,0.05,matrix,7,0.001110100
200,0.05,list,8,0.000184100
200,0.05,matrix,8,0.001184200
200,0.05,list,9,0.000184600
200,0.05,matrix,9,0.001192800
200,0.05,list,10,0.000185100
200,0.05,matrix,10,0.001187400
200,0.05,list,11,0.000175700
200,0.05,matrix,11,0.001298700
200,0.05,list,12,0.000186800
200,0.05,matrix,12,0.001223700
200,0.05,list,13,0.000176200
200,0.05,matrix,13,0.001071800
200,0.05,list,14,0.000182300
200,0.05,matrix,14,0.001106800
200,0.05,list,15,0.000180400
200,0.05,matrix,15,0.001350100
200,0.05,list,16,0.000195400
200,0.05,matrix,16,0.001196500
200,0.05,list,17,0.000180500
200,0.05,matrix,17,0.001144800
200,0.05,list,18,0.000187900
200,0.05,matrix,18,0.001125200
200,0.05,list,19,0.000311800
200,0.05,matrix,19,0.001186300
200,0.05,list,20,0.000178200
200,0.05,matrix,20,0.001116600
200,0.1,list,1,0.000321500
200,0.1,matrix,1,0.001225700
200,0.1,list,2,0.000310000
200,0.1,matrix,2,0.001114000
200,0.1,list,3,0.000314700
200,0.1,matrix,3,0.001251200
200,0.1,list,4,0.000363600
200,0.1,matrix,4,0.002259000
200,0.1,list,5,0.000313800
200,0.1,matrix,5,0.001128700
200,0.1,list,6,0.000313400
200,0.1,matrix,6,0.001199400
200,0.1,list,7,0.000314900
200,0.1,matrix,7,0.001424500
200,0.1,list,8,0.000329700
200,0.1,matrix,8,0.001296100
200,0.1,list,9,0.000320000
200,0.1,matrix,9,0.001171500
200,0.1,list,10,0.000310200
200,0.1,matrix,10,0.001258300
200,0.1,list,11,0.000684100
200,0.1,matrix,11,0.001415000
200,0.1,list,12,0.000319500
200,0.1,matrix,12,0.001389400
200,0.1,list,13,0.000333900
200,0.1,matrix,13,0.001390000
200,0.1,list,14,0.000326000
200,0.1,matrix,14,0.001092100
200,0.1,list,15,0.000392400
200,0.1,matrix,15,0.001177400
200,0.1,list,16,0.000379700
200,0.1,matrix,16,0.001223400
200,0.1,list,17,0.000310700
200,0.1,matrix,17,0.001364900
200,0.1,list,18,0.000316500
200,0.1,matrix,18,0.001273400
200,0.1,list,19,0.000314400
200,0.1,matrix,19,0.001563400
200,0.1,list,20,0.000334800
200,0.1,matrix,20,0.001311500
200,0.2,list,1,0.000568300
200,0.2,matrix,1,0.001284100
200,0.2,list,2,0.000563600
200,0.2,matrix,2,0.001256800
200,0.2,list,3,0.000593400
200,0.2,matrix,3,0.001286300
200,0.2,list,4,0.000650400
200,0.2,matrix,4,0.003965000
200,0.2,list,5,0.000610900
200,0.2,matrix,5,0.001322400
200,0.2,list,6,0.000632600
200,0.2,matrix,6,0.001308700
200,0.2,list,7,0.000571300
200,0.2,matrix,7,0.001317700
200,0.2,list,8,0.000583100
200,0.2,matrix,8,0.001489900
200,0.2,list,9,0.000618200
200,0.2,matrix,9,0.001311000
200,0.2,list,10,0.000569500
200,0.2,matrix,10,0.001303200
200,0.2,list,11,0.000580500
200,0.2,matrix,11,0.001309900
200,0.2,list,12,0.000564700
200,0.2,matrix,12,0.001290100
200,0.2,list,13,0.000568100
200,0.2,matrix,13,0.001382100
200,0.2,list,14,0.000574300
200,0.2,matrix,14,0.001279500
200,0.2,list,15,0.000579400
200,0.2,matrix,15,0.001298200
200,0.2,list,16,0.000792100
200,0.2,matrix,16,0.001216100
200,0.2,list,17,0.000588200
200,0.2,matrix,17,0.001441200
200,0.2,list,18,0.000564100
200,0.2,matrix,18,0.001190000
200,0.2,list,19,0.000542100
200,0.2,matrix,19,0.001946200
200,0.2,list,20,0.000565900
200,0.2,matrix,20,0.001225100
200,0.5,list,1,0.001495900
200,0.5,matrix,1,0.001562800
200,0.5,list,2,0.001255100
200,0.5,matrix,2,0.001630300
200,0.5,list,3,0.001289900
200,0.5,matrix,3,0.001944300
200,0.5,list,4,0.001540500
200,0.5,matrix,4,0.002150600
200,0.5,list,5,0.001409500
200,0.5,matrix,5,0.002551700
200,0.5,list,6,0.001223400
200,0.5,matrix,6,0.003052800
200,0.5,list,7,0.001423900
200,0.5,matrix,7,0.001676000
200,0.5,list,8,0.002209900
200,0.5,matrix,8,0.001673800
200,0.5,list,9,0.001394600
200,0.5,matrix,9,0.001549200
200,0.5,list,10,0.001401900
200,0.5,matrix,10,0.001642100
200,0.5,list,11,0.001322000
200,0.5,matrix,11,0.001568900
200,0.5,list,12,0.001337700
200,0.5,matrix,12,0.002144700
200,0.5,list,13,0.001748100
200,0.5,matrix,13,0.001541900
200,0.5,list,14,0.001865300
200,0.5,matrix,14,0.001644800
200,0.5,list,15,0.001351100
200,0.5,matrix,15,0.002268400
200,0.5,list,16,0.001289300
200,0.5,matrix,16,0.001424300
200,0.5,list,17,0.001454400
200,0.5,matrix,17,0.001667000
200,0.5,list,18,0.001506600
200,0.5,matrix,18,0.001789800
200,0.5,list,19,0.001455500
200,0.5,matrix,19,0.001839600
200,0.5,list,20,0.001372600
200,0.5,matrix,20,0.001558800
